entity,count,IUPACname,cid
C20,1,"(2S)-2-acetamido-N-[(2S,3S)-4-[[[(2S)-2-acetamido-3-methylbutanoyl]amino]-(cyclohexylmethyl)amino]-3-hydroxy-1-phenylbutan-2-yl]-3-methylbutanamide",65023
CARNOSOL,1,"(1R,8S,10S)-3,4-dihydroxy-11,11-dimethyl-5-propan-2-yl-16-oxatetracyclo[6.6.2.01,10.02,7]hexadeca-2,4,6-trien-15-one",442009
CARFILZOMIB,1,(2S)-4-methyl-N-[(2S)-1-[[(2S)-4-methyl-1-[(2R)-2-methyloxiran-2-yl]-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]-2-[[(2S)-2-[(2-morpholin-4-ylacetyl)amino]-4-phenylbutanoyl]amino]pentanamide,11556711
CARBOPOL 934,1,2-methylbutanoic acid,8314
CB3,1,(2S)-2-[[4-[(2-amino-4-oxo-3H-quinazolin-6-yl)methyl-prop-2-ynylamino]benzoyl]amino]pentanedioic acid,135438608
CB1,1,"5-(aziridin-1-yl)-2,4-dinitrobenzamide",89105
CATHINONE,1,(2S)-2-amino-1-phenylpropan-1-one,62258
CATHELICIDIN,1,"(4S)-5-[[(2S)-6-amino-1-[[(2S,3S)-1-[[2-[[(2S)-6-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-6-amino-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[[(2S)-5-amino-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-6-amino-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-4-amino-1-[[(2S)-1-[[(2S)-1-[(2S)-2-[[(2S)-5-carbamimidamido-1-[[(2S,3R)-1-[[(2S)-4-carboxy-1-[[(1S)-1-carboxy-2-hydroxyethyl]amino]-1-oxobutan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-1-oxopentan-2-yl]carbamoyl]pyrrolidin-1-yl]-3-methyl-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1,4-dioxobutan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-1-oxohexan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-1-oxohexan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-1-oxohexan-2-yl]amino]-2-oxoethyl]amino]-3-methyl-1-oxopentan-2-yl]amino]-1-oxohexan-2-yl]amino]-4-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-2-amino-4-methylpentanoyl]amino]-4-methylpentanoyl]amino]acetyl]amino]-3-carboxypropanoyl]amino]-3-phenylpropanoyl]amino]-3-phenylpropanoyl]amino]-5-carbamimidamidopentanoyl]amino]hexanoyl]amino]-3-hydroxypropanoyl]amino]hexanoyl]amino]-5-oxopentanoic acid",16198951
CARVONE,1,2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,7439
CARBON-13,1,carbane,105026
CAMPTOTHECIN,1,"(19S)-19-ethyl-19-hydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4,6,8,10,15(20)-heptaene-14,18-dione",24360
CAMPESTERYL FERULATE,1,"[(3S,8S,9S,10R,13R,14S,17R)-17-[(2R,5R)-5,6-dimethylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",15056832
CALCIUM-BICARBONATE WATER,1,calcium;hydrogen carbonate;hydrate,129670129
CALCIUM SULFATE,1,calcium;sulfate,24497
CALCIUM STANNATE,1,calcium;dioxido(oxo)tin,3084098
CAPAH,1,2-[2-chloroethoxy-[4-(dimethylamino)phenyl]phosphoryl]acetohydrazide,3750704
CARBAMATE,1,carbamate,276
CARBAPENEM,1,(5R)-1-azabicyclo[3.2.0]hept-2-en-7-one,13293131
APIGENIN-8-C-GLUCOSIDE,1,"5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",5378180
IH,1,"(2S)-2-[[(2S,3S)-2-amino-3-methylpentanoyl]amino]-3-(1H-imidazol-5-yl)propanoic acid",7019081
3-HYDROXYISOBUTYRIC ACID,1,3-hydroxy-2-methylpropanoic acid,87
3-HYDROXYPYRIDINE,1,pyridin-3-ol,7971
3-HYDROXYPHTHALIC ACID,1,3-hydroxyphthalic acid,69039
3-HYDROXYKYNURENINE,1,2-amino-4-(2-amino-3-hydroxyphenyl)-4-oxobutanoic acid,89
3-HYDROXYISOVALERYLCARNITINE,1,3-(3-hydroxy-3-methylbutanoyl)oxy-4-(trimethylazaniumyl)butanoate,71464474
3-HYDROXYISOVALERIC ACID,1,3-hydroxy-3-methylbutanoic acid,69362
3-HYDROXYCINNAMIC ACID,1,(E)-3-(3-hydroxyphenyl)prop-2-enoic acid,637541
3-METHOXY-4-HYDROXYPHENYLGLYCOL,1,"1-(4-hydroxy-3-methoxyphenyl)ethane-1,2-diol",10805
3-HYDROXYBUTYRYLCARNITINE,1,3-(3-hydroxybutanoyloxy)-4-(trimethylazaniumyl)butanoate,71464477
3-HYDROXYBUTYRATE,1,3-hydroxybutanoate,3541112
3-GUANIDINOPROPIONATE,1,3-(diaminomethylideneazaniumyl)propanoate,25200496
3-METHOXYTHIOPHENE,1,3-methoxythiophene,140249
3-AMINOPYRAZOLE,1,1H-pyrazol-5-amine,74561
3-P-COUMAROYLQUINIC ACID,1,"(1R,3R,4S,5R)-1,3,4-trihydroxy-5-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxycyclohexane-1-carboxylic acid",9945785
3-OXODODECANOIC ACID,1,3-oxododecanoic acid,439717
3-O-METHYLQUERCETIN,1,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-methoxychromen-4-one",5280681
3-NITRO-1-PROPIONATE,1,3-nitropropanoic acid,1678
3-METHYL-1-BUTANOL,1,3-methylbutan-1-ol,31260
3-METHYLTHIOPHENE,1,3-methylthiophene,12024
3-METHYL-3-BUTEN-1-OL,1,3-methylbut-3-en-1-ol,12988
3-METHYL-2-BENZOTHIAZOLINONE HYDRAZONE,1,"(3-methyl-1,3-benzothiazol-2-ylidene)hydrazine",14319
20G,1,"N-[1-[2-(2,4-dichlorophenoxy)acetyl]piperidin-4-yl]-4-sulfanylbutanamide",71815954
24-METHYLENECYCLOARTANYL FERULATE,1,"[(3R,6S,8R,11S,12S,15R,16R)-7,7,12,16-tetramethyl-15-[(2R)-6-methyl-5-methylideneheptan-2-yl]-6-pentacyclo[9.7.0.01,3.03,8.012,16]octadecanyl] (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate",162642267
21B,1,"N-methyl-3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,11,13-hexaenylidene)propan-1-amine",4543
20A,1,"N-benzyl-1-ethyl-4-(oxan-4-ylamino)pyrazolo[3,4-b]pyridine-5-carboxamide",9821178
2HG,1,(2R)-2-hydroxypentanedioic acid,439391
20-TRIHYDROXY-LEUKOTRIENE-B4,1,"(5R,6Z,8E,10E,12S,14Z)-5,12,20,20,20-pentahydroxyicosa-6,8,10,14-tetraenoic acid",53481513
20-HYDROXYECDYSONE ACETATE,1,"[(2S,3R,5R,10R,13R,14S,17R)-2,3,14-trihydroxy-10,13-dimethyl-6-oxo-17-[(3R)-2,3,6-trihydroxy-6-methylheptan-2-yl]-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-1-yl] acetate",129674910
20-CARBOXY LEUKOTRIENE B4,1,"(5S,6Z,8E,10E,12R,14Z)-5,12-dihydroxyicosa-6,8,10,14-tetraenedioic acid",5280877
"3,7-DIMETHYLURIC ACID",1,"3,7-dimethyl-9H-purine-2,6,8-trione",83126
3-AMINOBENZYLAMINE,1,3-(aminomethyl)aniline,4628831
3-ACETYLDEOXYNIVALENOL,1,"[(1R,2R,3S,7R,9R,10R,12S)-3-hydroxy-2-(hydroxymethyl)-1,5-dimethyl-4-oxospiro[8-oxatricyclo[7.2.1.02,7]dodec-5-ene-12,2'-oxirane]-10-yl] acetate",5458510
3-(N-MORPHOLINO)PROPANESULFONIC ACID,1,3-morpholin-4-ylpropane-1-sulfonic acid,70807
3-(4'-AMINO-3'-HYDROXY-BIPHENYL-4-YL)-ACRYLIC ACID,1,3-[4-(4-amino-3-hydroxyphenyl)phenyl]prop-2-enoic acid,129760522
3-(3-HYDROXYPHENYL)-3-HYDROXYPROPANOIC ACID,1,3-hydroxy-3-(3-hydroxyphenyl)propanoic acid,102959
"3,4-DIHYDROXYPHENYLACETALDEHYDE",1,"2-(3,4-dihydroxyphenyl)acetaldehyde",119219
"3,4-DICQA",1,"(1R,3R,4S,5R)-3,4-bis[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy]-1,5-dihydroxycyclohexane-1-carboxylic acid",6474309
"3',4',7-TRIMETHOXYFLAVAN",1,"2-(3,4-dimethoxyphenyl)-7-methoxy-3,4-dihydro-2H-chromene",14157897
3-SULFINOALANINE,1,(2R)-2-amino-3-sulfinopropanoic acid,1549098
3-THIOPHENEACETIC ACID,1,2-thiophen-3-ylacetic acid,23404
5-O-CAFFEOYLSHIKIMIC ACID,1,"(3R,4R,5R)-5-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-3,4-dihydroxycyclohexene-1-carboxylic acid",5281762
5-METHYLTETRAHYDROFOLIC ACID,1,"(2S)-2-[[4-[(2-amino-5-methyl-4-oxo-3,6,7,8-tetrahydropteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid",135415868
5-METHOXYTRYPTOPHAN,1,(2S)-2-amino-3-(5-methoxy-1H-indol-3-yl)propanoic acid,151018
5-METHOXYTRYPTAMINE,1,2-(5-methoxy-1H-indol-3-yl)ethanamine,1833
5-P-COUMAROYLQUINIC ACID,1,"(1S,3R,4R,5R)-1,3,4-trihydroxy-5-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxycyclohexane-1-carboxylic acid",6441280
3-UREIDOPROPIONIC ACID,1,3-(carbamoylamino)propanoic acid,111
6-SULFATOXYMELATONIN,1,[3-(2-acetamidoethyl)-5-methoxy-1H-indol-6-yl] hydrogen sulfate,65096
"6-PHENYL-1,3,5-TRIAZINE-2,4-DIAMINE",1,"6-phenyl-1,3,5-triazine-2,4-diamine",7064
6-PARADOL,1,1-(4-hydroxy-3-methoxyphenyl)decan-3-one,94378
"6,8-DIHYDROXYPURINE",1,"7,9-dihydro-1H-purine-6,8-dione",135414099
6-HYDROXYNICOTINATE,1,6-oxo-1H-pyridine-3-carboxylic acid,72924
6-HYDROXY-1H-INDOLE-3-CARBALDEHYDE,1,6-hydroxy-1H-indole-3-carbaldehyde,10103438
6-CHLORONICOTINIC ACID,1,6-chloropyridine-3-carboxylic acid,79222
5-AMINOIMIDAZOLE-4-CARBOXAMIDE,1,4-amino-1H-imidazole-5-carboxamide,9679
5-AMINOIMIDAZOLE RIBONUCLEOTIDE,1,"[(2R,3S,4R,5R)-5-(5-aminoimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",161500
4-HYDROXY-2-HEXENAL,1,(E)-4-hydroxyhex-2-enal,5283314
4-HCHC,1,4-hydroxycyclohexane-1-carboxylic acid,151138
4-CQA,1,"(3R,5R)-4-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-1,3,5-trihydroxycyclohexane-1-carboxylic acid",9798666
4-CHLOROPHENOL,1,4-chlorophenol,4684
"4-AMINOPYRAZOLO[3,4-D]PYRIMIDINE",1,"1H-pyrazolo[3,4-d]pyrimidin-4-amine",75420
"4,5-DICQA",1,"(1S,3R,4R,5R)-3,4-bis[[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy]-1,5-dihydroxycyclohexane-1-carboxylic acid",5281780
3K3A,1,"(3R,4R,5S)-4-acetamido-5-azaniumyl-3-pentan-3-yloxycyclohexene-1-carboxylate",44310478
4-HYDROXY-TEMPO,1,"1-hydroxy-2,2,6,6-tetramethylpiperidin-4-ol",5395
4-HYDROXYBENZALDEHYDE,1,4-hydroxybenzaldehyde,126
4-HYDROXYTRIAZOLAM,1,"8-chloro-6-(2-chlorophenyl)-1-methyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepin-4-ol",128260
4-METHYL HIPPURIC ACID,1,2-[(4-methylbenzoyl)amino]acetic acid,97479
4-N,1,4-(dimethylamino)benzaldehyde,7479
4-NITROANILINE,1,4-nitroaniline,7475
4-OXO-ALPHA-YLANGENE,1,"(2S,8R)-1,5-dimethyl-8-propan-2-yltricyclo[4.4.0.02,7]dec-4-en-3-one",101358349
"5,5-DIMETHYLPYRROLINE-N-OXIDE",1,"2,2-dimethyl-1-oxido-1,3-dihydropyrrol-1-ium",11979254
2-PIPERIDINONE,1,piperidin-2-one,12665
2-PHOSPHOGLYCERIC ACID,1,3-hydroxy-2-phosphonooxypropanoic acid,59
1-VINYLIMIDAZOLE,1,1-ethenylimidazole,66171
11C-ACETATE,1,acetic acid,450349
11-MERCAPTOUNDECANOIC ACID,1,11-sulfanylundecanoic acid,543502
11-DODECEN-1-OL TRIFLUOROACETATE,1,"dodec-11-enyl 2,2,2-trifluoroacetate",543399
1-PROPANAMINE,1,propan-1-amine,7852
12-HETE,1,"(5E,8E,10E,14E)-12-hydroxyicosa-5,8,10,14-tetraenoic acid",5353272
1-NONANOL,1,nonan-1-ol,8914
1-METHYLURIC ACID,1,"1-methyl-7,9-dihydro-3H-purine-2,6,8-trione",69726
"12,13-DIHOME",1,"(Z)-12,13-dihydroxyoctadec-9-enoic acid",10236635
12-HYDROXYEICOSATETRAENOIC ACID,1,"(5E,8Z,10Z,14Z)-12-hydroxyicosa-5,8,10,14-tetraenoic acid",5312983
14C-UREA,1,diamino(114C)methanone,11457650
16(17)-EPDPE,1,"(4Z,7Z,10Z,13Z)-15-[3-[(Z)-pent-2-enyl]oxiran-2-yl]pentadeca-4,7,10,13-tetraenoic acid",14392758
15-OXOETE,1,"(5Z,8Z,11Z,13E)-15-oxoicosa-5,8,11,13-tetraenoic acid",5280701
12-KETOLITHOCHOLIC ACID,1,"(4R)-4-[(3R,5R,8R,9S,10S,13R,14S,17R)-3-hydroxy-10,13-dimethyl-12-oxo-1,2,3,4,5,6,7,8,9,11,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]pentanoic acid",3080612
"14-DEOXY-11,12-DIDEHYDROANDROGRAPHOLIDE",1,"4-[(E)-2-[(1R,4aS,5R,6R,8aR)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethenyl]-2H-furan-5-one",5708351
13-HOTRE,1,"(9Z,11E,15Z)-13-hydroxyoctadeca-9,11,15-trienoic acid",10469728
13-HDOHE,1,"(4Z,7Z,10Z,14E,16Z,19Z)-13-hydroxydocosa-4,7,10,14,16,19-hexaenoic acid",11559259
"13,14-DIHYDRO-15-KETO-PGE2",1,"(Z)-7-[(1R,2R,3R)-3-hydroxy-5-oxo-2-(3-oxooctyl)cyclopentyl]hept-5-enoic acid",5280711
12-OXOETE,1,"(5Z,8Z,10E,14Z)-12-oxoicosa-5,8,10,14-tetraenoic acid",5283162
1-METHYLADENOSINE,1,"(2R,3S,4R,5R)-2-(hydroxymethyl)-5-(6-imino-1-methylpurin-9-yl)oxolane-3,4-diol",27476
1-METHYL-3-OCTYLIMIDAZOLIUM TETRAFLUOROBORATE,1,1-methyl-3-octylimidazol-1-ium;tetrafluoroborate,11460221
"1,10-PHENANTHROLINE-5,6-DIONE",1,"1,10-phenanthroline-5,6-dione",72810
"1,25-DIHYDROXY VITAMIN D",1,"(1R,3S,5Z)-5-[(2E)-2-[(1R,3aS,7aR)-1-[(E,2R,5S)-6-hydroxy-5,6-dimethylhept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexane-1,3-diol",9547243
"1,2-DITHIANE-4,5-DIOL",1,"dithiane-4,5-diol",27682
"1,2-DIPHENYLETHYLENEDIAMINE",1,"1,2-diphenylethane-1,2-diamine",110695
"1,2,3,4,6-PENTA-TRIMETHYLSILYL GLUCOPYRANOSE",1,"trimethyl-[[(2R,3R,4S,5R)-3,4,5,6-tetrakis(trimethylsilyloxy)oxan-2-yl]methoxy]silane",13587621
"1,2,3,4,6-PENTA-O-GALLOYL--D-GLUCOPYRANOSE",1,"[(2R,3R,4S,5R)-3,4,5,6-tetrakis[(3,4,5-trihydroxybenzoyl)oxy]oxan-2-yl]methyl 3,4,5-trihydroxybenzoate",162603
1-HYDROXY PYRENE,1,pyren-1-ol,21387
"1,1,2,2-TETRAKIS(4-BROMOPHENYL)ETHANE",1,"1-bromo-4-[1,2,2-tris(4-bromophenyl)ethyl]benzene",46708453
(Z)-13-OCTADECENOIC ACID,1,(Z)-octadec-13-enoic acid,5312441
(R)-3-HYDROXY-HEXADECANOIC ACID,1,(3R)-3-hydroxyhexadecanoic acid,15569776
"(E,E)-PANDANAMINE",1,(5E)-5-[4-[[(4E)-4-(5-oxofuran-2-ylidene)butyl]amino]butylidene]furan-2-one,102417957
(E)-CITRAL,1,"(2E)-3,7-dimethylocta-2,6-dienal",638011
"1,3,5-TRIFORMYLPHLOROGLUCINOL",1,"1,3,5-trihydroxycyclohexane-1,3,5-tricarbaldehyde",117762967
"1,3-DIPHENYL-2-BENZYL-1,3-PROPANEDIONE",1,"2-benzyl-1,3-diphenylpropane-1,3-dione",12344856
"1,3-GDN",1,(2-hydroxy-3-nitrooxypropyl) nitrate,12200
"1,4-BUTANEDIOL",1,"butane-1,4-diol",8064
"1,4-DITHIANE-2,5-DIOL",1,"1,4-dithiane-2,5-diol",98330
"1,4-XYLENEDIAMINE",1,[4-(aminomethyl)phenyl]methanamine,68315
"1-(3-METHYLBUTYL)-2,3,4,6-TETRAMETHYLBENZENE",1,"1,2,3,5-tetramethyl-4-(3-methylbutyl)benzene",590261
1-ACETYL-2-PHENYLHYDRAZINE,1,N'-phenylacetohydrazide,8247
1-AMINO 2-NAPHTHOL,1,1-aminonaphthalen-2-ol,14535
1-CQA,1,"(3R,5R)-1-[(E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy-3,4,5-trihydroxycyclohexane-1-carboxylic acid",10155076
1-DEOXY-D-MANNITOL,1,"(2R,3R,4R,5R)-hexane-1,2,3,4,5-pentol",15559380
1-HEPTADECANOL,1,heptadecan-1-ol,15076
1-HEXYL-3-METHYLIMIDAZOLIUM BROMIDE,1,1-hexyl-3-methylimidazol-3-ium;bromide,2734237
"17,18-DIHYDROXY-EICOSATETRAENOIC ACID",1,"17,18-dihydroxyicosa-2,4,6,8-tetraenoic acid",54319502
18-CROWN-6,1,"1,4,7,10,13,16-hexaoxacyclooctadecane",28557
2-FLUOROPHENYLBORONIC ACID,1,(2-fluorophenyl)boronic acid,2734354
2-HYDROXYETHYL METHACRYLATE,1,2-hydroxyethyl 2-methylprop-2-enoate,13360
2-HYDROXYBUTYRATE,1,(2S)-2-hydroxybutanoic acid,440864
2-HEXYL-3-PHENYL-2-PROPENAL,1,(2E)-2-benzylideneoctanal,1550884
2-FUROYLGLYCINE,1,2-(furan-2-carbonylamino)acetic acid,21863
2-ETHYL-1-HEXANOL,1,2-ethylhexan-1-ol,7720
2-MERCAPTOHYDROQUINONE,1,"2-sulfanylbenzene-1,4-diol",2736167
2-DEOXYTETRONIC ACID,1,"3,4-dihydroxybutanoic acid",150929
2-CYANO-6-AMINOBENZOTHIAZOLE,1,"6-amino-1,3-benzothiazole-2-carbonitrile",14157112
2-AMINOTEREPHTHALIC ACID,1,2-aminoterephthalic acid,2724822
2-AMINOPURINE,1,7H-purin-2-amine,9955
2-AMINOPHENOL,1,2-aminophenol,5801
2-METHOXYESTRADIOL,1,"(8R,9S,13S,14S,17S)-2-methoxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol",66414
2-NITROIMIDAZOLE,1,2-nitro-1H-imidazole,10701
2-PHENYLACETAMIDE,1,2-phenylacetamide,7680
2-PENTANONE,1,pentan-2-one,7895
2-NITROSO-5-(N-PROPYL-N-SULFOPROPYLAMINO) PHENOL,1,3-(3-hydroxy-4-nitroso-N-propylanilino)propane-1-sulfonic acid,3935797
2-NBDG,1,"(2R,3R,4S,5R)-3,4,5,6-tetrahydroxy-2-[(4-nitro-2,1,3-benzoxadiazol-7-yl)amino]hexanal",6711157
2-METHYLHIPPURIC ACID,1,2-[(2-methylbenzoyl)amino]acetic acid,91637
2-METHYLGLUTARIC ACID,1,2-methylpentanedioic acid,12046
2-METHYL-3-HYDROXYBUTYRIC ACID,1,3-hydroxy-2-methylbutanoic acid,160471
2-AMINOBUTANOIC ACID,1,2-aminobutanoic acid,6657
2-ACYLGLYCEROL,1,"1,3-dihydroxypropan-2-yl formate",17756737
1PPI,1,"(2R,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6S)-6-[(1R,4S,5S,6R)-4-[[(2R,3S,4S,5R,6R)-4,5-dihydroxy-2-methyl-6-[(2R,3S,4R,5R,6R)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]amino]-5,6-dihydroxy-2-(hydroxymethyl)cyclohex-2-en-1-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",5288406
"2,3-BUTANEDIOL",1,"butane-2,3-diol",262
2-(6-HYDROXY-1H-INDOL-3-YL)ACETAMIDE,1,2-(6-hydroxy-1H-indol-3-yl)acetamide,286538
1H-IMIDAZOLE-5-CARBOXAMIDE,1,1H-imidazole-5-carboxamide,152917
19E,1,"16-chloro-13-methyl-11,15-diazatetracyclo[8.7.0.02,7.012,17]heptadeca-1(10),2(7),3,5,8,12(17),13,15-octaen-5-ol",49795062
18FDG,1,"(2S,3R,4S,5S,6R)-3-(18F)fluoranyl-6-(hydroxymethyl)oxane-2,4,5-triol",450503
18F-NAF,1,sodium;fluorine-18(1-),23690531
"2,3-DIPHOSPHOGLYCERATE",1,"2,3-diphosphonooxypropanoic acid",61
"2,4,6-TRIS(4-AMINOPHENYL)-1,3,5-TRIAZINE",1,"4-[4,6-bis(4-aminophenyl)-1,3,5-triazin-2-yl]aniline",1515256
"2,4,6-TRIS(4-ETHYNYLPHENYL)-1,3,5-TRIAZINE",1,"2,4,6-tris(4-ethynylphenyl)-1,3,5-triazine",102510553
"2,4-DIAMINOPYRIMIDINE",1,"pyrimidine-2,4-diamine",67431
"2,4-DIHYDROXY-6-METHYLBENZALDEHYDE",1,"2,4-dihydroxy-6-methylbenzaldehyde",251690
"2,4-DINITRO-1-CHLOROBENZENE",1,"1-chloro-2,4-dinitrobenzene",6
"2,4-DINITROPHENYL HYDRAZINE",1,"(2,4-dinitrophenyl)hydrazine",3772977
"2,4-DP",1,"2-(2,4-dichlorophenoxy)propanoic acid",8427
"2,6-DIHYDROXYACETOPHENONE",1,"1-(2,6-dihydroxyphenyl)ethanone",69687
"2-(4-FERROCENYL-[1,2,3]TRIAZOL-1-YL)-1-(NAPHTHALEN-2-YL) ETHANONE",1,"cyclopenta-1,3-diene;2-(4-cyclopenta-2,4-dien-1-yltriazol-1-yl)-1-naphthalen-2-ylethanone;iron(2+)",135391833
6-THIOXANTHINE,1,"6-sulfanylidene-3,7-dihydropurin-2-one",1268107
6-TRANS-12-EPI-LEUKOTRIENE B4,1,"(5S,6E,8E,10E,12S,14Z)-5,12-dihydroxyicosa-6,8,10,14-tetraenoic acid",5283129
680C91,1,6-fluoro-3-[(E)-2-pyridin-3-ylethenyl]-1H-indole,10014426
ALPHA-AMINOADIPIC SEMIALDEHYDE,1,(2S)-2-amino-6-oxohexanoic acid,160603
ALOCASIN A,1,3-[5-(5-hydroxy-1H-indol-3-yl)pyrazin-2-yl]-1H-indol-5-ol,136069514
ALLYL ALCOHOL,1,prop-2-en-1-ol,7858
ALPHA-TOCOTRIENOL,1,"(2R)-2,5,7,8-tetramethyl-2-[(3E,7E)-4,8,12-trimethyltrideca-3,7,11-trienyl]-3,4-dihydrochromen-6-ol",5282347
ALTERTOXIN I,1,"(12S,12aS,12bR)-4,9,12,12b-tetrahydroxy-2,11,12,12a-tetrahydro-1H-perylene-3,10-dione",104860
AMI,1,1H-indol-3-ylmethanamine,472107
AMH,1,4-(aminomethyl)cyclohexane-1-carboxylic acid,5526
AMENTOFLAVONE,1,"8-[5-(5,7-dihydroxy-4-oxochromen-2-yl)-2-hydroxyphenyl]-5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",5281600
AMANITINS,1,"2-[34-butan-2-yl-13-(3,4-dihydroxybutan-2-yl)-8,22-dihydroxy-2,5,11,14,30,33,36,39-octaoxo-27-thia-3,6,12,15,25,29,32,35,38-nonazapentacyclo[14.12.11.06,10.018,26.019,24]nonatriaconta-18(26),19(24),20,22-tetraen-4-yl]acetic acid",3084077
ALUMINA,1,oxo(oxoalumanyloxy)alumane,14769
ALLOPURINOL RIBOSIDE,1,"1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-5H-pyrazolo[3,4-d]pyrimidin-4-one",135407110
ALLIIN,1,(2R)-2-amino-3-prop-2-enylsulfinylpropanoic acid,87310
AKP,1,"(2S)-2-[[(3S)-3-[[(2S)-3-cyclohexyl-2-[[(2S,3S)-3-methyl-2-[[(2S)-4-methyl-2-(pyrazine-2-carbonylamino)pentanoyl]amino]pentanoyl]amino]propanoyl]amino]-2,2-dihydroxyhex-5-enoyl]amino]-3-(4-phosphonooxyphenyl)propanoic acid",448344
ALANYL-THREONINE,1,2-(2-aminopropanoylamino)-3-hydroxybutanoic acid,426318
ALA-PDT,1,5-amino-4-oxopentanoic acid;hydrochloride,123608
AKD,1,5-bromo-2-[[(3S)-piperidin-3-yl]amino]benzoic acid,44216755
AKC,1,"2-ethoxyethyl N-[(2S,3S)-4-[(2S)-4-[(3aS,4S,8bR)-2-oxo-1,3a,4,8b-tetrahydroindeno[1,2-d][1,3]oxazol-4-yl]-2-benzyl-3-oxopyrrolidin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]carbamate",11987813
AJOENE,1,(E)-1-(prop-2-enyldisulfanyl)-3-prop-2-enylsulfinylprop-1-ene,5386591
ALKANNIN,1,"5,8-dihydroxy-2-[(1S)-1-hydroxy-4-methylpent-3-enyl]naphthalene-1,4-dione",72521
AGV,1,"(2R,3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-2-(hydroxymethyl)pyrrolidine-3,4-diol",25141279
ANISOMYCIN,1,"[(2R,3S,4S)-4-hydroxy-2-[(4-methoxyphenyl)methyl]pyrrolidin-3-yl] acetate",253602
ANHYDROGLUCOSE,1,"(1R,2S,3S,4R,5R)-6,8-dioxabicyclo[3.2.1]octane-2,3,4-triol",2724705
